level,name,value
26,spirit,26
26,dexterity,33
27,strength,29
27,vitality,26
27,magic,32
27,spirit,27
27,dexterity,34
28,strength,30
28,vitality,27
28,magic,32
28,spirit,27
28,dexterity,35
29,strength,32
29,vitality,28
29,magic,32
29,spirit,29
29,dexterity,37
30,strength,34
30,vitality,29
30,magic,35
30,spirit,32
30,dexterity,39
31,strength,35
31,vitality,29
31,magic,36
31,spirit,34
31,dexterity,39
32,strength,35
32,vitality,30
32,magic,36
32,spirit,35
32,dexterity,41
33,strength,35
33,vitality,32
33,magic,38
33,spirit,37
33,dexterity,42
34,strength,35
34,vitality,34
34,magic,39
34,spirit,38
34,dexterity,43
35,strength,36
35,vitality,35
35,magic,40
35,spirit,38
35,dexterity,44
36,strength,38
36,vitality,35
36,magic,42
36,spirit,39
36,dexterity,45
37,strength,38
37,vitality,37
37,magic,42
37,spirit,41
37,dexterity,46
38,strength,39
38,vitality,38
38,magic,44
38,spirit,41
38,dexterity,46
39,strength,40
39,vitality,39
39,magic,46
39,spirit,43
39,dexterity,46
40,strength,42
40,vitality,40
40,magic,46
40,spirit,45
40,dexterity,46
41,strength,44
41,vitality,42
41,magic,46
41,spirit,45
41,dexterity,47
42,strength,46
42,vitality,44
42,magic,46
42,spirit,48
42,dexterity,48
43,strength,47
43,vitality,47
43,magic,48
43,spirit,48
43,dexterity,49
44,strength,47
44,vitality,47
44,magic,48
44,spirit,51
44,dexterity,50
45,strength,47
45,vitality,49
45,magic,49
45,spirit,51
45,dexterity,51
46,strength,48
46,vitality,49
46,magic,49
46,spirit,51
46,dexterity,51
47,strength,48
47,vitality,49
47,magic,50
47,spirit,51
47,dexterity,52
48,strength,48
48,vitality,49
48,magic,53
48,spirit,53
48,dexterity,53
49,strength,50
49,vitality,49
49,magic,55
49,spirit,54
49,dexterity,53
50,strength,51
50,vitality,51
50,magic,55
50,spirit,57
50,dexterity,54
51,strength,51
51,vitality,51
51,magic,56
51,spirit,57
51,dexterity,54
52,strength,52
52,vitality,51
52,magic,56
52,spirit,60
52,dexterity,56
53,strength,54
53,vitality,54
53,magic,56
53,spirit,63
53,dexterity,57
54,strength,55
54,vitality,54
54,magic,57
54,spirit,65
54,dexterity,58
55,strength,55
55,vitality,54
55,magic,59
55,spirit,67
55,dexterity,58
56,strength,55
56,vitality,54
56,magic,59
56,spirit,68
56,dexterity,59
57,strength,57
57,vitality,54
57,magic,60
57,spirit,70
57,dexterity,59
58,strength,58
58,vitality,54
58,magic,60
58,spirit,70
58,dexterity,59
59,strength,60
59,vitality,54
59,magic,60
59,spirit,70
59,dexterity,59
60,strength,60
60,vitality,54
60,magic,61
60,spirit,71
60,dexterity,60
61,strength,60
61,vitality,54
61,magic,61
61,spirit,73
61,dexterity,60
62,strength,62
62,vitality,55
62,magic,61
62,spirit,74
62,dexterity,61
63,strength,62
63,vitality,55
63,magic,62
63,spirit,75
63,dexterity,61
64,strength,63
64,vitality,55
64,magic,63
64,spirit,76
64,dexterity,61
65,strength,64
65,vitality,56
65,magic,63
65,spirit,76
65,dexterity,63
66,strength,64
66,vitality,57
66,magic,63
66,spirit,76
66,dexterity,63
67,strength,64
67,vitality,57
67,magic,64
67,spirit,76
67,dexterity,64
68,strength,67
68,vitality,58
68,magic,64
68,spirit,76
68,dexterity,66
69,strength,69
69,vitality,59
69,magic,66
69,spirit,77
69,dexterity,66
70,strength,69
70,vitality,59
70,magic,66
70,spirit,79
70,dexterity,67
71,strength,69
71,vitality,59
71,magic,67
71,spirit,79
71,dexterity,67
72,strength,71
72,vitality,59
72,magic,68
72,spirit,80
72,dexterity,67
73,strength,73
73,vitality,60
73,magic,68
73,spirit,80
73,dexterity,68
74,strength,75
74,vitality,60
74,magic,68
74,spirit,81
74,dexterity,68
75,strength,77
75,vitality,61
75,magic,68
75,spirit,82
75,dexterity,68
76,strength,78
76,vitality,61
76,magic,69
76,spirit,83
76,dexterity,69
77,strength,79
77,vitality,63
77,magic,70
77,spirit,84
77,dexterity,69
78,strength,79
78,vitality,65
78,magic,73
78,spirit,84
78,dexterity,69
79,strength,79
79,vitality,65
79,magic,76
79,spirit,84
79,dexterity,69
80,strength,80
80,vitality,67
80,magic,78
80,spirit,84
80,dexterity,70
81,strength,80
81,vitality,69
81,magic,79
81,spirit,84
81,dexterity,70
82,strength,80
82,vitality,69
82,magic,80
82,spirit,84
82,dexterity,71
83,strength,80
83,vitality,71
83,magic,80
83,spirit,84
83,dexterity,72
84,strength,81
84,vitality,73
84,magic,81
84,spirit,84
84,dexterity,73
85,strength,82
85,vitality,75
85,magic,83
85,spirit,84
85,dexterity,73
86,strength,83
86,vitality,75
86,magic,83
86,spirit,84
86,dexterity,73
87,strength,83
87,vitality,76
87,magic,84
87,spirit,84
87,dexterity,73
88,strength,83
88,vitality,77
88,magic,84
88,spirit,86
88,dexterity,73
89,strength,83
89,vitality,78
89,magic,84
89,spirit,86
89,dexterity,73
90,strength,83
90,vitality,79
90,magic,84
90,spirit,87
90,dexterity,74
91,strength,83
91,vitality,79
91,magic,84
91,spirit,87
91,dexterity,74
92,strength,83
92,vitality,80
92,magic,85
92,spirit,88
92,dexterity,74
93,strength,83
93,vitality,80
93,magic,86
93,spirit,89
93,dexterity,74
94,strength,84
94,vitality,80
94,magic,86
94,spirit,89
94,dexterity,74
95,strength,85
95,vitality,81
95,magic,86
95,spirit,89
95,dexterity,74
96,strength,85
96,vitality,82
96,magic,88
96,spirit,89
96,dexterity,74
97,strength,85
97,vitality,82
97,magic,88
97,spirit,89
97,dexterity,74
98,strength,86
98,vitality,83
98,magic,88
98,spirit,89
98,dexterity,74
99,strength,86
99,vitality,84
99,magic,89
99,spirit,89
99,dexterity,75
