level,name,value
65,strength,73
65,vitality,78
65,magic,71
65,spirit,76
65,dexterity,50
66,strength,73
66,vitality,78
66,magic,71
66,spirit,77
66,dexterity,50
67,strength,73
67,vitality,79
67,magic,72
67,spirit,78
67,dexterity,50
68,strength,74
68,vitality,80
68,magic,72
68,spirit,78
68,dexterity,51
69,strength,75
69,vitality,80
69,magic,73
69,spirit,78
69,dexterity,52
70,strength,76
70,vitality,80
70,magic,73
70,spirit,78
70,dexterity,52
71,strength,77
71,vitality,81
71,magic,73
71,spirit,78
71,dexterity,52
72,strength,78
72,vitality,81
72,magic,73
72,spirit,79
72,dexterity,52
73,strength,78
73,vitality,82
73,magic,75
73,spirit,79
73,dexterity,53
74,strength,78
74,vitality,82
74,magic,75
74,spirit,79
74,dexterity,53
75,strength,78
75,vitality,83
75,magic,75
75,spirit,80
75,dexterity,54
76,strength,78
76,vitality,83
76,magic,76
76,spirit,80
76,dexterity,54
77,strength,78
77,vitality,83
77,magic,76
77,spirit,80
77,dexterity,54
78,strength,78
78,vitality,84
78,magic,76
78,spirit,80
78,dexterity,54
79,strength,80
79,vitality,84
79,magic,76
79,spirit,80
79,dexterity,54
80,strength,80
80,vitality,85
80,magic,76
80,spirit,82
80,dexterity,54
81,strength,80
81,vitality,86
81,magic,77
81,spirit,82
81,dexterity,54
82,strength,80
82,vitality,87
82,magic,77
82,spirit,83
82,dexterity,55
83,strength,80
83,vitality,87
83,magic,77
83,spirit,83
83,dexterity,56
84,strength,80
84,vitality,89
84,magic,77
84,spirit,83
84,dexterity,56
85,strength,82
85,vitality,89
85,magic,77
85,spirit,84
85,dexterity,56
86,strength,83
86,vitality,90
86,magic,78
86,spirit,84
86,dexterity,56
87,strength,83
87,vitality,90
87,magic,78
87,spirit,85
87,dexterity,56
88,strength,84
88,vitality,91
88,magic,79
88,spirit,85
88,dexterity,57
89,strength,84
89,vitality,92
89,magic,79
89,spirit,85
89,dexterity,57
90,strength,85
90,vitality,92
90,magic,79
90,spirit,85
90,dexterity,58
91,strength,85
91,vitality,92
91,magic,81
91,spirit,85
91,dexterity,58
92,strength,85
92,vitality,92
92,magic,82
92,spirit,86
92,dexterity,58
93,strength,85
93,vitality,92
93,magic,82
93,spirit,86
93,dexterity,58
94,strength,86
94,vitality,92
94,magic,82
94,spirit,86
94,dexterity,58
95,strength,86
95,vitality,93
95,magic,82
95,spirit,87
95,dexterity,59
96,strength,87
96,vitality,94
96,magic,83
96,spirit,88
96,dexterity,59
97,strength,87
97,vitality,94
97,magic,83
97,spirit,88
97,dexterity,59
98,strength,88
98,vitality,94
98,magic,83
98,spirit,88
98,dexterity,60
99,strength,88
99,vitality,95
99,magic,83
99,spirit,88
99,dexterity,60
