level,name,value
59,spirit,62
59,dexterity,49
60,strength,61
60,vitality,67
60,magic,64
60,spirit,62
60,dexterity,49
61,strength,63
61,vitality,68
61,magic,64
61,spirit,63
61,dexterity,49
62,strength,63
62,vitality,69
62,magic,66
62,spirit,63
62,dexterity,49
63,strength,63
63,vitality,69
63,magic,66
63,spirit,64
63,dexterity,49
64,strength,64
64,vitality,69
64,magic,66
64,spirit,64
64,dexterity,50
65,strength,64
65,vitality,69
65,magic,68
65,spirit,64
65,dexterity,50
66,strength,65
66,vitality,70
66,magic,69
66,spirit,66
66,dexterity,50
67,strength,65
67,vitality,70
67,magic,72
67,spirit,67
67,dexterity,50
68,strength,65
68,vitality,70
68,magic,72
68,spirit,68
68,dexterity,50
69,strength,65
69,vitality,70
69,magic,74
69,spirit,68
69,dexterity,50
70,strength,65
70,vitality,71
70,magic,77
70,spirit,69
70,dexterity,51
71,strength,66
71,vitality,71
71,magic,79
71,spirit,69
71,dexterity,52
72,strength,67
72,vitality,71
72,magic,81
72,spirit,70
72,dexterity,52
73,strength,67
73,vitality,72
73,magic,81
73,spirit,71
73,dexterity,52
74,strength,67
74,vitality,72
74,magic,83
74,spirit,71
74,dexterity,52
75,strength,67
75,vitality,73
75,magic,83
75,spirit,72
75,dexterity,52
76,strength,68
76,vitality,73
76,magic,84
76,spirit,74
76,dexterity,52
77,strength,69
77,vitality,73
77,magic,84
77,spirit,74
77,dexterity,53
78,strength,69
78,vitality,74
78,magic,84
78,spirit,74
78,dexterity,53
79,strength,69
79,vitality,75
79,magic,84
79,spirit,74
79,dexterity,53
80,strength,69
80,vitality,75
80,magic,84
80,spirit,74
80,dexterity,53
81,strength,69
81,vitality,75
81,magic,85
81,spirit,74
81,dexterity,53
82,strength,69
82,vitality,76
82,magic,85
82,spirit,74
82,dexterity,53
83,strength,71
83,vitality,76
83,magic,85
83,spirit,74
83,dexterity,53
84,strength,71
84,vitality,76
84,magic,87
84,spirit,75
84,dexterity,53
85,strength,72
85,vitality,76
85,magic,88
85,spirit,75
85,dexterity,53
86,strength,72
86,vitality,76
86,magic,88
86,spirit,75
86,dexterity,53
87,strength,72
87,vitality,76
87,magic,88
87,spirit,76
87,dexterity,53
88,strength,73
88,vitality,77
88,magic,89
88,spirit,77
88,dexterity,54
89,strength,73
89,vitality,78
89,magic,90
89,spirit,78
89,dexterity,55
90,strength,74
90,vitality,78
90,magic,90
90,spirit,78
90,dexterity,55
91,strength,74
91,vitality,79
91,magic,90
91,spirit,79
91,dexterity,55
92,strength,74
92,vitality,79
92,magic,90
92,spirit,79
92,dexterity,55
93,strength,74
93,vitality,79
93,magic,90
93,spirit,80
93,dexterity,55
94,strength,75
94,vitality,80
94,magic,90
94,spirit,82
94,dexterity,55
95,strength,75
95,vitality,80
95,magic,90
95,spirit,83
95,dexterity,55
96,strength,75
96,vitality,80
96,magic,90
96,spirit,83
96,dexterity,55
97,strength,76
97,vitality,80
97,magic,90
97,spirit,83
97,dexterity,55
98,strength,76
98,vitality,81
98,magic,90
98,spirit,83
98,dexterity,55
99,strength,76
99,vitality,81
99,magic,90
99,spirit,85
99,dexterity,55
